ID,TrackID,BBox,ClassID,Frame
399,2,"[119.0, 51.0, 163.0, 95.0]",['Player_A'],36
400,3,"[9.0, 278.0, 53.0, 325.0]",['Player_A'],36
401,4,"[25.0, 300.0, 49.0, 325.0]",['Basketball'],36
402,5,"[231.0, 93.0, 275.0, 137.0]",['Player_B'],36
403,6,"[58.0, 428.0, 104.0, 475.0]",['Player_A'],36
404,7,"[203.0, 184.0, 247.0, 228.0]",['Player_B'],36
405,8,"[213.0, 393.0, 258.0, 438.0]",['Player_A'],36
406,9,"[43.0, 113.0, 88.0, 158.0]",['Player_B'],36
407,10,"[127.0, 126.0, 172.0, 170.0]",['Player_A'],36
408,0,"[332.0, 86.0, 376.0, 131.0]",['Player_B'],37
409,1,"[203.0, 50.0, 247.0, 95.0]",['Player_B'],37
410,2,"[118.0, 51.0, 161.0, 95.0]",['Player_A'],37
411,3,"[9.0, 278.0, 55.0, 324.0]",['Player_A'],37
412,4,"[23.0, 299.0, 45.0, 323.0]",['Basketball'],37
413,5,"[232.0, 94.0, 276.0, 138.0]",['Player_B'],37
414,6,"[57.0, 428.0, 103.0, 474.0]",['Player_A'],37
415,7,"[203.0, 184.0, 247.0, 228.0]",['Player_B'],37
416,8,"[211.0, 391.0, 257.0, 437.0]",['Player_A'],37
417,9,"[43.0, 113.0, 88.0, 158.0]",['Player_B'],37
418,10,"[129.0, 127.0, 173.0, 171.0]",['Player_A'],37
419,0,"[332.0, 85.0, 376.0, 131.0]",['Player_B'],38
420,1,"[204.0, 51.0, 249.0, 95.0]",['Player_B'],38
421,2,"[116.0, 51.0, 161.0, 95.0]",['Player_A'],38
422,3,"[9.0, 281.0, 53.0, 323.0]",['Player_A'],38
423,4,"[22.0, 265.0, 47.0, 290.0]",['Basketball'],38
424,5,"[233.0, 94.0, 277.0, 138.0]",['Player_B'],38
425,6,"[57.0, 428.0, 103.0, 474.0]",['Player_A'],38
426,7,"[203.0, 184.0, 247.0, 228.0]",['Player_B'],38
427,8,"[210.0, 390.0, 256.0, 436.0]",['Player_A'],38
428,9,"[44.0, 112.0, 90.0, 157.0]",['Player_B'],38
429,10,"[128.0, 128.0, 173.0, 172.0]",['Player_A'],38
430,0,"[330.0, 83.0, 375.0, 128.0]",['Player_B'],39
431,1,"[206.0, 51.0, 249.0, 95.0]",['Player_B'],39
432,2,"[116.0, 51.0, 161.0, 95.0]",['Player_A'],39
433,3,"[8.0, 277.0, 53.0, 323.0]",['Player_A'],39
434,4,"[39.0, 315.0, 65.0, 341.0]",['Basketball'],39
435,5,"[234.0, 94.0, 278.0, 138.0]",['Player_B'],39
436,6,"[56.0, 427.0, 102.0, 473.0]",['Player_A'],39
437,7,"[203.0, 185.0, 247.0, 230.0]",['Player_B'],39
438,8,"[209.0, 390.0, 255.0, 434.0]",['Player_A'],39
439,9,"[44.0, 111.0, 90.0, 157.0]",['Player_B'],39
440,10,"[128.0, 129.0, 173.0, 173.0]",['Player_A'],39
441,0,"[329.0, 82.0, 374.0, 127.0]",['Player_B'],40
442,1,"[206.0, 51.0, 250.0, 95.0]",['Player_B'],40
443,2,"[115.0, 50.0, 160.0, 94.0]",['Player_A'],40
444,3,"[8.0, 276.0, 52.0, 321.0]",['Player_A'],40
445,4,"[39.0, 314.0, 64.0, 339.0]",['Basketball'],40
446,5,"[234.0, 94.0, 278.0, 138.0]",['Player_B'],40
447,6,"[56.0, 427.0, 102.0, 473.0]",['Player_A'],40
448,7,"[203.0, 185.0, 247.0, 230.0]",['Player_B'],40
449,8,"[208.0, 389.0, 254.0, 434.0]",['Player_A'],40
450,9,"[44.0, 111.0, 90.0, 157.0]",['Player_B'],40
451,10,"[130.0, 130.0, 175.0, 174.0]",['Player_A'],40
452,0,"[329.0, 81.0, 374.0, 126.0]",['Player_B'],41
453,1,"[207.0, 51.0, 251.0, 96.0]",['Player_B'],41
454,2,"[115.0, 50.0, 160.0, 94.0]",['Player_A'],41
455,3,"[9.0, 275.0, 52.0, 321.0]",['Player_A'],41
456,4,"[38.0, 311.0, 63.0, 337.0]",['Basketball'],41
457,5,"[236.0, 94.0, 280.0, 138.0]",['Player_B'],41
458,6,"[55.0, 427.0, 100.0, 472.0]",['Player_A'],41
459,7,"[204.0, 186.0, 248.0, 231.0]",['Player_B'],41
460,8,"[207.0, 389.0, 252.0, 434.0]",['Player_A'],41
461,9,"[44.0, 109.0, 90.0, 156.0]",['Player_B'],41
462,10,"[130.0, 132.0, 175.0, 176.0]",['Player_A'],41
463,0,"[330.0, 79.0, 374.0, 124.0]",['Player_B'],42
464,1,"[208.0, 51.0, 252.0, 96.0]",['Player_B'],42
465,2,"[115.0, 50.0, 160.0, 94.0]",['Player_A'],42
466,3,"[8.0, 274.0, 51.0, 320.0]",['Player_A'],42
467,4,"[36.0, 308.0, 60.0, 332.0]",['Basketball'],42
468,5,"[237.0, 94.0, 281.0, 139.0]",['Player_B'],42
469,6,"[55.0, 427.0, 100.0, 472.0]",['Player_A'],42
470,7,"[204.0, 186.0, 247.0, 231.0]",['Player_B'],42
471,8,"[207.0, 388.0, 251.0, 433.0]",['Player_A'],42
472,9,"[44.0, 108.0, 89.0, 154.0]",['Player_B'],42
473,10,"[132.0, 134.0, 175.0, 178.0]",['Player_A'],42
474,0,"[329.0, 78.0, 374.0, 124.0]",['Player_B'],43
475,1,"[209.0, 52.0, 253.0, 96.0]",['Player_B'],43
476,2,"[114.0, 48.0, 158.0, 93.0]",['Player_A'],43
477,3,"[7.0, 273.0, 51.0, 320.0]",['Player_A'],43
478,4,"[34.0, 304.0, 59.0, 328.0]",['Basketball'],43
479,5,"[237.0, 94.0, 281.0, 138.0]",['Player_B'],43
480,6,"[54.0, 426.0, 100.0, 471.0]",['Player_A'],43
481,7,"[204.0, 186.0, 248.0, 231.0]",['Player_B'],43
482,8,"[206.0, 388.0, 250.0, 433.0]",['Player_A'],43
483,9,"[44.0, 108.0, 90.0, 154.0]",['Player_B'],43
484,10,"[132.0, 135.0, 175.0, 178.0]",['Player_A'],43
485,0,"[329.0, 77.0, 374.0, 122.0]",['Player_B'],44
486,1,"[210.0, 53.0, 254.0, 97.0]",['Player_B'],44
487,2,"[114.0, 48.0, 158.0, 93.0]",['Player_A'],44
488,3,"[7.0, 272.0, 50.0, 322.0]",['Player_A'],44
489,4,"[32.0, 300.0, 57.0, 325.0]",['Basketball'],44
490,5,"[237.0, 95.0, 282.0, 139.0]",['Player_B'],44
491,6,"[54.0, 426.0, 100.0, 471.0]",['Player_A'],44
492,7,"[204.0, 188.0, 247.0, 232.0]",['Player_B'],44
493,8,"[205.0, 386.0, 250.0, 432.0]",['Player_A'],44
494,9,"[44.0, 107.0, 90.0, 153.0]",['Player_B'],44
495,10,"[132.0, 136.0, 176.0, 180.0]",['Player_A'],44
496,0,"[329.0, 76.0, 374.0, 120.0]",['Player_B'],45
497,1,"[211.0, 53.0, 256.0, 97.0]",['Player_B'],45
498,2,"[113.0, 48.0, 158.0, 93.0]",['Player_A'],45
499,3,"[7.0, 271.0, 51.0, 320.0]",['Player_A'],45
500,4,"[31.0, 296.0, 54.0, 321.0]",['Basketball'],45
501,5,"[238.0, 95.0, 282.0, 139.0]",['Player_B'],45
502,6,"[53.0, 426.0, 99.0, 471.0]",['Player_A'],45
503,7,"[204.0, 188.0, 247.0, 232.0]",['Player_B'],45
504,8,"[204.0, 385.0, 250.0, 431.0]",['Player_A'],45
505,9,"[45.0, 107.0, 91.0, 153.0]",['Player_B'],45
506,10,"[132.0, 137.0, 176.0, 181.0]",['Player_A'],45
507,0,"[329.0, 75.0, 374.0, 120.0]",['Player_B'],46
508,1,"[212.0, 53.0, 257.0, 96.0]",['Player_B'],46
509,2,"[113.0, 47.0, 158.0, 92.0]",['Player_A'],46
510,3,"[4.0, 270.0, 51.0, 317.0]",['Player_A'],46
511,4,"[28.0, 292.0, 52.0, 316.0]",['Basketball'],46
512,5,"[239.0, 96.0, 284.0, 139.0]",['Player_B'],46
513,6,"[55.0, 426.0, 100.0, 472.0]",['Player_A'],46
514,7,"[204.0, 188.0, 247.0, 232.0]",['Player_B'],46
515,8,"[203.0, 384.0, 249.0, 429.0]",['Player_A'],46
516,9,"[45.0, 106.0, 90.0, 152.0]",['Player_B'],46
517,10,"[132.0, 139.0, 176.0, 183.0]",['Player_A'],46
518,0,"[329.0, 74.0, 374.0, 119.0]",['Player_B'],47
519,1,"[213.0, 53.0, 258.0, 98.0]",['Player_B'],47
520,2,"[111.0, 47.0, 156.0, 91.0]",['Player_A'],47
521,3,"[4.0, 269.0, 50.0, 316.0]",['Player_A'],47
522,4,"[25.0, 289.0, 48.0, 314.0]",['Basketball'],47
523,5,"[240.0, 96.0, 285.0, 139.0]",['Player_B'],47
524,6,"[55.0, 427.0, 101.0, 472.0]",['Player_A'],47
525,7,"[203.0, 188.0, 247.0, 233.0]",['Player_B'],47
526,8,"[203.0, 383.0, 248.0, 428.0]",['Player_A'],47
527,9,"[45.0, 106.0, 90.0, 151.0]",['Player_B'],47
528,10,"[133.0, 140.0, 177.0, 183.0]",['Player_A'],47
529,0,"[329.0, 73.0, 373.0, 118.0]",['Player_B'],48
530,1,"[214.0, 54.0, 259.0, 98.0]",['Player_B'],48
531,2,"[110.0, 46.0, 156.0, 91.0]",['Player_A'],48
532,3,"[4.0, 268.0, 49.0, 314.0]",['Player_A'],48
533,4,"[23.0, 285.0, 47.0, 312.0]",['Basketball'],48
534,5,"[240.0, 96.0, 285.0, 139.0]",['Player_B'],48
535,6,"[56.0, 428.0, 102.0, 474.0]",['Player_A'],48
536,7,"[203.0, 188.0, 247.0, 233.0]",['Player_B'],48
537,8,"[201.0, 383.0, 247.0, 428.0]",['Player_A'],48
538,9,"[45.0, 106.0, 90.0, 151.0]",['Player_B'],48
539,10,"[133.0, 140.0, 177.0, 183.0]",['Player_A'],48
540,0,"[329.0, 71.0, 373.0, 115.0]",['Player_B'],49
541,1,"[215.0, 54.0, 260.0, 98.0]",['Player_B'],49
542,2,"[110.0, 46.0, 156.0, 90.0]",['Player_A'],49
543,3,"[4.0, 267.0, 48.0, 313.0]",['Player_A'],49
544,4,"[23.0, 284.0, 46.0, 310.0]",['Basketball'],49
545,5,"[242.0, 96.0, 286.0, 139.0]",['Player_B'],49
546,6,"[56.0, 428.0, 103.0, 475.0]",['Player_A'],49
547,7,"[203.0, 189.0, 247.0, 233.0]",['Player_B'],49
548,8,"[201.0, 382.0, 246.0, 427.0]",['Player_A'],49
549,9,"[45.0, 104.0, 90.0, 150.0]",['Player_B'],49
550,10,"[134.0, 141.0, 178.0, 184.0]",['Player_A'],49
551,0,"[329.0, 70.0, 374.0, 114.0]",['Player_B'],50
552,1,"[216.0, 55.0, 261.0, 99.0]",['Player_B'],50
553,2,"[109.0, 46.0, 154.0, 90.0]",['Player_A'],50
554,3,"[3.0, 265.0, 47.0, 312.0]",['Player_A'],50
555,4,"[23.0, 281.0, 46.0, 308.0]",['Basketball'],50
556,5,"[242.0, 94.0, 286.0, 139.0]",['Player_B'],50
557,6,"[58.0, 430.0, 104.0, 477.0]",['Player_A'],50
558,7,"[203.0, 189.0, 247.0, 233.0]",['Player_B'],50
559,8,"[199.0, 381.0, 245.0, 426.0]",['Player_A'],50
560,9,"[46.0, 103.0, 90.0, 148.0]",['Player_B'],50
561,10,"[134.0, 142.0, 178.0, 185.0]",['Player_A'],50
562,0,"[328.0, 69.0, 372.0, 114.0]",['Player_B'],51
563,1,"[217.0, 55.0, 262.0, 99.0]",['Player_B'],51
564,2,"[109.0, 46.0, 153.0, 90.0]",['Player_A'],51
565,3,"[3.0, 264.0, 47.0, 311.0]",['Player_A'],51
566,4,"[22.0, 280.0, 46.0, 307.0]",['Basketball'],51
567,5,"[243.0, 95.0, 287.0, 140.0]",['Player_B'],51
568,6,"[59.0, 431.0, 105.0, 478.0]",['Player_A'],51
569,7,"[203.0, 189.0, 247.0, 233.0]",['Player_B'],51
570,8,"[198.0, 379.0, 244.0, 425.0]",['Player_A'],51
571,9,"[46.0, 103.0, 90.0, 148.0]",['Player_B'],51
572,10,"[134.0, 144.0, 178.0, 188.0]",['Player_A'],51
573,0,"[328.0, 67.0, 372.0, 112.0]",['Player_B'],52
574,1,"[218.0, 55.0, 263.0, 99.0]",['Player_B'],52
575,2,"[109.0, 45.0, 153.0, 89.0]",['Player_A'],52
576,3,"[2.0, 264.0, 47.0, 310.0]",['Player_A'],52
577,4,"[23.0, 281.0, 45.0, 308.0]",['Basketball'],52
578,5,"[243.0, 95.0, 287.0, 140.0]",['Player_B'],52
579,6,"[60.0, 432.0, 106.0, 479.0]",['Player_A'],52
580,7,"[203.0, 190.0, 247.0, 234.0]",['Player_B'],52
581,8,"[197.0, 378.0, 243.0, 423.0]",['Player_A'],52
582,9,"[47.0, 103.0, 92.0, 147.0]",['Player_B'],52
583,10,"[135.0, 145.0, 179.0, 189.0]",['Player_A'],52
584,0,"[328.0, 66.0, 372.0, 111.0]",['Player_B'],53
585,1,"[219.0, 56.0, 263.0, 101.0]",['Player_B'],53
586,2,"[108.0, 45.0, 152.0, 89.0]",['Player_A'],53
587,3,"[2.0, 263.0, 47.0, 309.0]",['Player_A'],53
588,4,"[23.0, 281.0, 46.0, 308.0]",['Basketball'],53
589,5,"[244.0, 95.0, 288.0, 140.0]",['Player_B'],53
590,6,"[61.0, 433.0, 107.0, 479.0]",['Player_A'],53
591,7,"[203.0, 190.0, 247.0, 234.0]",['Player_B'],53
592,8,"[197.0, 378.0, 241.0, 422.0]",['Player_A'],53
593,9,"[47.0, 102.0, 92.0, 146.0]",['Player_B'],53
594,10,"[134.0, 146.0, 179.0, 190.0]",['Player_A'],53
595,0,"[328.0, 65.0, 372.0, 110.0]",['Player_B'],54
596,1,"[220.0, 56.0, 264.0, 101.0]",['Player_B'],54
597,2,"[108.0, 45.0, 152.0, 89.0]",['Player_A'],54
598,3,"[1.0, 262.0, 47.0, 309.0]",['Player_A'],54
599,4,"[23.0, 284.0, 46.0, 308.0]",['Basketball'],54
600,5,"[245.0, 96.0, 289.0, 140.0]",['Player_B'],54
601,6,"[62.0, 433.0, 108.0, 481.0]",['Player_A'],54
602,7,"[204.0, 192.0, 247.0, 235.0]",['Player_B'],54
603,8,"[195.0, 377.0, 240.0, 422.0]",['Player_A'],54
604,9,"[47.0, 102.0, 92.0, 146.0]",['Player_B'],54
605,10,"[136.0, 147.0, 180.0, 192.0]",['Player_A'],54
606,0,"[327.0, 64.0, 373.0, 108.0]",['Player_B'],55
607,1,"[221.0, 55.0, 266.0, 100.0]",['Player_B'],55
608,2,"[107.0, 45.0, 152.0, 89.0]",['Player_A'],55
609,3,"[1.0, 262.0, 46.0, 309.0]",['Player_A'],55
610,4,"[24.0, 286.0, 48.0, 309.0]",['Basketball'],55
611,5,"[247.0, 97.0, 290.0, 140.0]",['Player_B'],55
612,6,"[63.0, 435.0, 109.0, 482.0]",['Player_A'],55
613,7,"[204.0, 192.0, 249.0, 235.0]",['Player_B'],55
614,8,"[195.0, 376.0, 239.0, 421.0]",['Player_A'],55
615,9,"[47.0, 101.0, 92.0, 146.0]",['Player_B'],55
616,10,"[136.0, 148.0, 180.0, 193.0]",['Player_A'],55
617,0,"[327.0, 63.0, 371.0, 108.0]",['Player_B'],56
618,1,"[222.0, 56.0, 267.0, 101.0]",['Player_B'],56
619,2,"[106.0, 44.0, 150.0, 88.0]",['Player_A'],56
620,3,"[1.0, 262.0, 45.0, 309.0]",['Player_A'],56
621,4,"[25.0, 287.0, 48.0, 311.0]",['Basketball'],56
622,5,"[247.0, 97.0, 290.0, 140.0]",['Player_B'],56
623,6,"[64.0, 437.0, 110.0, 483.0]",['Player_A'],56
624,7,"[204.0, 192.0, 249.0, 235.0]",['Player_B'],56
625,8,"[194.0, 376.0, 238.0, 420.0]",['Player_A'],56
626,9,"[47.0, 101.0, 92.0, 146.0]",['Player_B'],56
627,10,"[136.0, 151.0, 180.0, 195.0]",['Player_A'],56
628,0,"[327.0, 62.0, 371.0, 107.0]",['Player_B'],57
629,1,"[223.0, 56.0, 268.0, 101.0]",['Player_B'],57
630,2,"[106.0, 44.0, 150.0, 88.0]",['Player_A'],57
631,3,"[0.0, 261.0, 44.0, 307.0]",['Player_A'],57
632,4,"[26.0, 290.0, 51.0, 315.0]",['Basketball'],57
633,5,"[248.0, 96.0, 291.0, 140.0]",['Player_B'],57
634,6,"[65.0, 438.0, 111.0, 483.0]",['Player_A'],57
635,7,"[204.0, 192.0, 249.0, 237.0]",['Player_B'],57
636,8,"[193.0, 376.0, 237.0, 420.0]",['Player_A'],57
637,9,"[47.0, 100.0, 92.0, 145.0]",['Player_B'],57
638,10,"[137.0, 151.0, 181.0, 195.0]",['Player_A'],57
639,0,"[326.0, 61.0, 371.0, 106.0]",['Player_B'],58
640,1,"[224.0, 57.0, 269.0, 102.0]",['Player_B'],58
641,2,"[104.0, 45.0, 150.0, 88.0]",['Player_A'],58
642,3,"[0.0, 259.0, 43.0, 306.0]",['Player_A'],58
643,4,"[27.0, 291.0, 52.0, 316.0]",['Basketball'],58
644,5,"[249.0, 96.0, 292.0, 140.0]",['Player_B'],58
645,6,"[66.0, 438.0, 112.0, 484.0]",['Player_A'],58
646,7,"[204.0, 192.0, 249.0, 237.0]",['Player_B'],58
647,8,"[192.0, 375.0, 237.0, 419.0]",['Player_A'],58
648,9,"[47.0, 99.0, 92.0, 145.0]",['Player_B'],58
649,10,"[137.0, 152.0, 180.0, 196.0]",['Player_A'],58
650,0,"[327.0, 60.0, 372.0, 105.0]",['Player_B'],59
651,1,"[224.0, 57.0, 270.0, 102.0]",['Player_B'],59
652,2,"[105.0, 43.0, 149.0, 87.0]",['Player_A'],59
653,3,"[0.0, 258.0, 43.0, 304.0]",['Player_A'],59
654,4,"[28.0, 293.0, 53.0, 319.0]",['Basketball'],59
655,5,"[250.0, 97.0, 294.0, 141.0]",['Player_B'],59
656,6,"[67.0, 439.0, 113.0, 485.0]",['Player_A'],59
657,7,"[204.0, 192.0, 249.0, 237.0]",['Player_B'],59
658,8,"[192.0, 373.0, 237.0, 419.0]",['Player_A'],59
659,9,"[48.0, 99.0, 93.0, 145.0]",['Player_B'],59
660,10,"[138.0, 153.0, 182.0, 197.0]",['Player_A'],59
661,0,"[327.0, 57.0, 371.0, 102.0]",['Player_B'],60
662,1,"[225.0, 57.0, 270.0, 102.0]",['Player_B'],60
663,2,"[104.0, 43.0, 149.0, 87.0]",['Player_A'],60
664,3,"[0.0, 257.0, 43.0, 303.0]",['Player_A'],60
665,4,"[29.0, 294.0, 54.0, 320.0]",['Basketball'],60
666,5,"[250.0, 97.0, 294.0, 141.0]",['Player_B'],60
667,6,"[68.0, 440.0, 114.0, 486.0]",['Player_A'],60
668,7,"[204.0, 192.0, 248.0, 237.0]",['Player_B'],60
669,8,"[191.0, 372.0, 236.0, 417.0]",['Player_A'],60
670,9,"[48.0, 97.0, 93.0, 144.0]",['Player_B'],60
671,10,"[137.0, 153.0, 181.0, 197.0]",['Player_A'],60
672,0,"[327.0, 56.0, 371.0, 102.0]",['Player_B'],61
673,1,"[227.0, 59.0, 272.0, 104.0]",['Player_B'],61
674,2,"[103.0, 43.0, 148.0, 87.0]",['Player_A'],61
675,3,"[0.0, 256.0, 43.0, 302.0]",['Player_A'],61
676,4,"[16.0, 297.0, 41.0, 321.0]",['Basketball'],61
677,5,"[251.0, 97.0, 294.0, 141.0]",['Player_B'],61
678,6,"[69.0, 440.0, 115.0, 487.0]",['Player_A'],61
679,7,"[204.0, 192.0, 248.0, 237.0]",['Player_B'],61
680,8,"[190.0, 371.0, 235.0, 416.0]",['Player_A'],61
681,9,"[48.0, 96.0, 93.0, 143.0]",['Player_B'],61
682,10,"[139.0, 156.0, 184.0, 200.0]",['Player_A'],61
683,0,"[325.0, 55.0, 370.0, 101.0]",['Player_B'],62
684,1,"[228.0, 59.0, 273.0, 104.0]",['Player_B'],62
685,2,"[103.0, 41.0, 147.0, 86.0]",['Player_A'],62
686,3,"[0.0, 255.0, 43.0, 301.0]",['Player_A'],62
687,4,"[16.0, 294.0, 41.0, 320.0]",['Basketball'],62
688,5,"[252.0, 97.0, 295.0, 142.0]",['Player_B'],62
689,6,"[70.0, 441.0, 116.0, 487.0]",['Player_A'],62
690,7,"[204.0, 192.0, 248.0, 237.0]",['Player_B'],62
691,8,"[189.0, 369.0, 234.0, 415.0]",['Player_A'],62
692,9,"[48.0, 97.0, 93.0, 142.0]",['Player_B'],62
693,10,"[139.0, 157.0, 184.0, 201.0]",['Player_A'],62
694,0,"[325.0, 55.0, 370.0, 100.0]",['Player_B'],63
695,1,"[229.0, 59.0, 274.0, 103.0]",['Player_B'],63
696,2,"[102.0, 41.0, 146.0, 86.0]",['Player_A'],63
697,3,"[0.0, 253.0, 45.0, 299.0]",['Player_A'],63
698,4,"[18.0, 294.0, 42.0, 319.0]",['Basketball'],63
699,5,"[252.0, 97.0, 296.0, 142.0]",['Player_B'],63
700,6,"[71.0, 440.0, 118.0, 486.0]",['Player_A'],63
701,7,"[204.0, 192.0, 248.0, 237.0]",['Player_B'],63
702,8,"[187.0, 369.0, 233.0, 414.0]",['Player_A'],63
703,9,"[48.0, 96.0, 93.0, 141.0]",['Player_B'],63
704,10,"[139.0, 158.0, 183.0, 202.0]",['Player_A'],63
705,0,"[325.0, 53.0, 370.0, 98.0]",['Player_B'],64
706,1,"[230.0, 59.0, 275.0, 105.0]",['Player_B'],64
707,2,"[102.0, 41.0, 146.0, 86.0]",['Player_A'],64
708,3,"[0.0, 253.0, 44.0, 298.0]",['Player_A'],64
709,4,"[19.0, 291.0, 42.0, 315.0]",['Basketball'],64
710,5,"[252.0, 97.0, 296.0, 142.0]",['Player_B'],64
711,6,"[72.0, 440.0, 118.0, 486.0]",['Player_A'],64
712,7,"[203.0, 192.0, 246.0, 237.0]",['Player_B'],64
713,8,"[186.0, 369.0, 232.0, 414.0]",['Player_A'],64
714,9,"[48.0, 96.0, 93.0, 141.0]",['Player_B'],64
715,10,"[139.0, 159.0, 184.0, 204.0]",['Player_A'],64
716,0,"[325.0, 51.0, 370.0, 97.0]",['Player_B'],65
717,1,"[231.0, 59.0, 276.0, 105.0]",['Player_B'],65
718,2,"[101.0, 41.0, 145.0, 85.0]",['Player_A'],65
719,3,"[0.0, 252.0, 46.0, 297.0]",['Player_A'],65
720,4,"[21.0, 288.0, 46.0, 313.0]",['Basketball'],65
721,5,"[253.0, 97.0, 297.0, 142.0]",['Player_B'],65
722,6,"[73.0, 439.0, 119.0, 485.0]",['Player_A'],65
723,7,"[203.0, 192.0, 246.0, 237.0]",['Player_B'],65
724,8,"[185.0, 367.0, 231.0, 413.0]",['Player_A'],65
725,9,"[49.0, 96.0, 94.0, 140.0]",['Player_B'],65
726,10,"[139.0, 159.0, 184.0, 204.0]",['Player_A'],65
727,0,"[325.0, 51.0, 370.0, 96.0]",['Player_B'],66
728,1,"[232.0, 59.0, 276.0, 104.0]",['Player_B'],66
729,2,"[99.0, 40.0, 144.0, 85.0]",['Player_A'],66
730,3,"[0.0, 251.0, 46.0, 298.0]",['Player_A'],66
731,4,"[23.0, 284.0, 47.0, 309.0]",['Basketball'],66
732,5,"[254.0, 97.0, 298.0, 143.0]",['Player_B'],66
733,6,"[74.0, 438.0, 120.0, 484.0]",['Player_A'],66
734,7,"[203.0, 192.0, 246.0, 237.0]",['Player_B'],66
735,8,"[184.0, 366.0, 230.0, 411.0]",['Player_A'],66
736,9,"[49.0, 94.0, 94.0, 139.0]",['Player_B'],66
737,10,"[139.0, 160.0, 184.0, 205.0]",['Player_A'],66
738,0,"[325.0, 50.0, 370.0, 95.0]",['Player_B'],67
739,1,"[233.0, 61.0, 278.0, 106.0]",['Player_B'],67
740,2,"[99.0, 40.0, 144.0, 85.0]",['Player_A'],67
741,3,"[2.0, 251.0, 47.0, 305.0]",['Player_A'],67
742,4,"[25.0, 280.0, 49.0, 305.0]",['Basketball'],67
743,5,"[254.0, 98.0, 299.0, 143.0]",['Player_B'],67
744,6,"[74.0, 438.0, 120.0, 483.0]",['Player_A'],67
745,7,"[203.0, 192.0, 246.0, 237.0]",['Player_B'],67
746,8,"[184.0, 365.0, 228.0, 410.0]",['Player_A'],67
747,9,"[49.0, 94.0, 94.0, 139.0]",['Player_B'],67
748,10,"[138.0, 160.0, 182.0, 205.0]",['Player_A'],67
749,0,"[325.0, 50.0, 369.0, 94.0]",['Player_B'],68
750,1,"[234.0, 61.0, 279.0, 106.0]",['Player_B'],68
751,2,"[98.0, 40.0, 143.0, 84.0]",['Player_A'],68
752,3,"[2.0, 250.0, 47.0, 296.0]",['Player_A'],68
753,4,"[28.0, 275.0, 52.0, 298.0]",['Basketball'],68
754,5,"[254.0, 97.0, 299.0, 143.0]",['Player_B'],68
755,6,"[75.0, 437.0, 120.0, 483.0]",['Player_A'],68
756,7,"[202.0, 191.0, 246.0, 236.0]",['Player_B'],68
757,8,"[183.0, 365.0, 228.0, 410.0]",['Player_A'],68
758,9,"[49.0, 93.0, 94.0, 138.0]",['Player_B'],68
759,10,"[137.0, 159.0, 181.0, 203.0]",['Player_A'],68
760,0,"[325.0, 47.0, 369.0, 93.0]",['Player_B'],69
761,1,"[235.0, 61.0, 280.0, 106.0]",['Player_B'],69
762,2,"[97.0, 40.0, 142.0, 84.0]",['Player_A'],69
763,3,"[2.0, 249.0, 47.0, 295.0]",['Player_A'],69
764,4,"[31.0, 271.0, 54.0, 295.0]",['Basketball'],69
765,5,"[256.0, 97.0, 300.0, 143.0]",['Player_B'],69
766,6,"[76.0, 435.0, 122.0, 482.0]",['Player_A'],69
767,7,"[202.0, 191.0, 246.0, 236.0]",['Player_B'],69
768,8,"[181.0, 364.0, 227.0, 409.0]",['Player_A'],69
769,9,"[49.0, 91.0, 94.0, 137.0]",['Player_B'],69
770,10,"[136.0, 159.0, 180.0, 204.0]",['Player_A'],69
771,0,"[325.0, 45.0, 369.0, 90.0]",['Player_B'],70
772,1,"[236.0, 62.0, 281.0, 107.0]",['Player_B'],70
773,2,"[97.0, 40.0, 142.0, 84.0]",['Player_A'],70
774,3,"[3.0, 249.0, 45.0, 295.0]",['Player_A'],70
775,4,"[33.0, 266.0, 57.0, 291.0]",['Basketball'],70
776,5,"[257.0, 97.0, 301.0, 143.0]",['Player_B'],70
777,6,"[77.0, 434.0, 123.0, 481.0]",['Player_A'],70
778,7,"[202.0, 194.0, 245.0, 238.0]",['Player_B'],70
779,8,"[181.0, 363.0, 225.0, 408.0]",['Player_A'],70
780,9,"[49.0, 91.0, 94.0, 137.0]",['Player_B'],70
781,10,"[135.0, 159.0, 179.0, 204.0]",['Player_A'],70
782,0,"[325.0, 44.0, 369.0, 89.0]",['Player_B'],71
783,1,"[238.0, 62.0, 282.0, 107.0]",['Player_B'],71
784,2,"[97.0, 39.0, 141.0, 83.0]",['Player_A'],71
785,3,"[4.0, 247.0, 44.0, 294.0]",['Player_A'],71
786,4,"[34.0, 261.0, 59.0, 289.0]",['Basketball'],71
787,5,"[258.0, 97.0, 302.0, 143.0]",['Player_B'],71
788,6,"[78.0, 433.0, 124.0, 480.0]",['Player_A'],71
789,7,"[202.0, 194.0, 245.0, 238.0]",['Player_B'],71
790,8,"[180.0, 363.0, 225.0, 407.0]",['Player_A'],71
791,9,"[47.0, 90.0, 94.0, 137.0]",['Player_B'],71
792,10,"[134.0, 158.0, 178.0, 202.0]",['Player_A'],71
793,0,"[325.0, 44.0, 370.0, 88.0]",['Player_B'],72
794,1,"[237.0, 63.0, 282.0, 108.0]",['Player_B'],72
795,2,"[97.0, 39.0, 141.0, 83.0]",['Player_A'],72
796,3,"[4.0, 246.0, 45.0, 293.0]",['Player_A'],72
797,4,"[36.0, 260.0, 60.0, 285.0]",['Basketball'],72
